employee_id,department,employment_year,pension_plan,monthly_salary_sek,working_ratio,training_hours_2024,overtime_hours_2024
2023,Operations,2007,1,40441.36,0.9,12,9
2024,Logistics,2007,1,37452.61,0.85,8,4
2025,IT,2007,1,40764.62,1.0,9,9
2026,Procurement,2007,1,37777.94,1.0,20,4
2027,Marketing,2007,1,44610.02,0.75,11,0
2028,Procurement,2007,1,42153.35,0.9,10,11
2029,Procurement,2007,1,33042.13,1.0,19,17
2030,Logistics,2007,1,47362.05,1.0,19,4
2031,Sales,2007,1,39474.52,1.0,9,6
2032,Sales,2007,1,42188.69,0.85,18,3
2033,Logistics,2007,1,42078.72,1.0,12,5
2034,R&D,2007,1,34852.83,0.85,8,17
2035,Support,2007,1,36962.19,0.75,14,3
2036,HR,2007,1,39611.9,0.85,1,7
2037,R&D,2007,1,46290.7,0.8,13,4
2038,HR,2007,1,30803.42,0.8,13,5
2039,HR,2007,1,40147.58,0.85,1,12
2040,HR,2007,1,33551.63,0.75,19,16
2041,Operations,2007,1,32634.99,0.75,17,12
2042,Sales,2007,1,30682.16,1.0,20,8
2043,Finance,2007,1,43374.72,0.75,15,3
2044,Finance,2007,1,31294.48,0.75,0,7
2045,Support,2007,1,37375.45,0.75,6,16
2046,Procurement,2007,1,44786.15,1.0,5,1
2047,IT,2007,1,36948.02,0.8,7,18
2048,Marketing,2007,1,43089.2,1.0,4,7
2049,Operations,2007,1,38868.4,0.75,8,6
2050,IT,2007,1,35080.14,1.0,9,18
2051,Procurement,2007,1,30388.73,0.9,2,6
2052,R&D,2007,1,42725.44,0.75,10,14
2053,R&D,2007,1,44081.63,0.8,5,16
2054,Operations,2007,1,32985.79,0.85,14,20
2055,Finance,2007,1,33737.1,0.8,0,10
2056,IT,2007,1,32731.13,0.8,15,12
2057,Procurement,2007,1,38317.71,0.75,4,4
2058,Operations,2007,1,42312.87,0.85,11,12
2059,Marketing,2007,1,45642.43,1.0,20,15
2060,R&D,2007,1,31335.53,0.8,15,1
2061,Support,2007,1,36495.79,0.8,7,12
2062,Operations,2007,1,45759.21,1.0,8,11
2063,Finance,2007,1,44685.87,0.75,9,2
2064,Finance,2007,1,47387.13,0.85,9,12
2065,HR,2007,1,33299.71,0.9,3,16
2066,HR,2007,1,42909.26,1.0,20,16
2067,Operations,2007,1,48536.38,0.85,9,7
2068,IT,2007,1,44781.38,0.9,19,4
2069,HR,2007,1,33550.25,0.8,10,17
2070,Operations,2007,1,30088.91,0.75,7,7
2071,IT,2007,1,38633.35,0.8,9,12
2072,Marketing,2007,1,43507.64,0.85,3,8
2073,Operations,2007,1,39982.68,0.85,2,6
2074,Logistics,2007,1,35030.49,0.75,17,1
2075,Operations,2007,1,32625.57,0.85,8,12
2076,HR,2007,1,46054.42,1.0,4,16
2077,R&D,2007,1,33213.92,0.85,14,19
2078,Support,2007,1,35015.56,0.85,7,17
2079,Finance,2007,1,44331.12,0.8,2,0
2080,HR,2007,1,40211.91,0.75,6,6
2081,Operations,2007,1,48352.93,0.8,6,17
2082,Finance,2007,1,37036.39,1.0,2,4
2083,IT,2007,1,39665.33,0.9,4,8
2084,Procurement,2007,1,48084.75,0.85,17,9
2085,Procurement,2007,1,42258.79,0.8,15,0
2086,Sales,2007,1,41641.16,0.9,16,6
2087,IT,2007,1,44655.91,0.85,3,1
2088,Operations,2007,1,41636.33,0.85,16,20
2089,Logistics,2007,1,46118.41,1.0,9,6
2090,Operations,2007,1,40169.23,0.9,9,19
2091,R&D,2007,1,35502.26,0.85,5,8
2092,R&D,2007,1,48299.23,0.75,11,13
2093,HR,2007,1,49937.16,0.8,13,6
2094,Sales,2007,1,37167.9,0.75,8,16
2095,Sales,2007,1,38560.02,0.75,10,20
2096,Marketing,2007,1,40004.94,0.75,15,14
2097,Support,2007,1,30144.95,0.75,19,18
2098,HR,2007,1,47968.82,0.85,14,10
2099,Finance,2007,1,48433.23,0.8,13,2
2100,Support,2007,1,32288.82,1.0,8,4
2101,HR,2007,1,35415.83,0.75,7,18
2102,HR,2007,1,32535.5,1.0,14,0
2103,Operations,2007,1,37933.58,0.75,19,13
2104,R&D,2007,1,40305.2,1.0,19,12
2105,Marketing,2007,1,39911.21,0.8,6,19
2106,Sales,2007,1,37781.26,0.9,0,19
2107,IT,2007,1,34852.5,1.0,9,8
2108,Marketing,2007,1,49621.05,0.75,11,17
2109,R&D,2007,1,45521.14,0.75,16,19
2110,Logistics,2007,1,36356.85,0.8,6,3
2111,HR,2007,1,48661.59,0.9,8,14
2112,Marketing,2007,1,47225.79,0.75,11,19
2113,Sales,2007,1,33505.08,0.8,1,15
2114,R&D,2007,1,48378.33,1.0,16,0
2115,HR,2007,1,32402.43,0.75,12,13
2116,Procurement,2007,1,42600.6,0.8,4,16
2117,Marketing,2007,1,40006.9,0.9,3,0
2118,Finance,2007,1,36674.74,0.9,4,8
2119,HR,2007,1,30512.39,0.9,18,6
2120,HR,2007,1,47434.81,1.0,17,12
2121,Support,2007,1,46826.4,0.75,12,20
2122,Sales,2007,1,49556.54,0.85,19,9
2123,Marketing,2007,1,31477.89,0.8,12,11
2124,Operations,2007,1,40809.64,0.75,2,3
2125,Support,2007,1,41690.72,0.85,0,15
2126,IT,2007,1,42580.79,0.9,11,9
2127,IT,2007,1,49382.1,1.0,1,7
2128,Sales,2007,1,40457.29,0.9,2,2
2129,Marketing,2007,1,41354.97,0.85,16,12
2130,Marketing,2007,1,41330.12,0.8,10,9
2131,IT,2007,1,34134.24,0.8,9,13
2132,HR,2007,1,33352.79,0.8,2,4
2133,Operations,2007,1,33335.61,1.0,11,7
2134,HR,2007,1,34195.84,0.75,8,14
2135,Support,2007,1,35727.75,0.8,20,8
2136,Support,2007,1,36183.36,0.8,0,3
2137,Logistics,2007,1,36057.19,1.0,5,15
2138,Sales,2007,1,37684.09,0.9,9,6
2139,HR,2007,1,42286.59,0.8,14,4
2140,Procurement,2007,1,34834.66,0.9,5,20
2141,Procurement,2007,1,34420.1,0.9,15,15
2142,Support,2007,1,38890.93,1.0,20,1
2143,Support,2007,1,38220.28,0.9,9,9
2144,Marketing,2007,1,36046.47,0.9,1,3
2145,IT,2007,1,41491.27,0.9,13,14
2146,Operations,2007,1,45195.35,0.8,7,3
2147,Sales,2007,1,45744.47,1.0,6,0
2148,Operations,2007,1,43212.1,0.9,4,8
2149,HR,2007,1,31590.26,0.85,14,6
2150,HR,2007,1,44278.59,0.9,16,2
2151,HR,2007,1,47574.04,0.75,7,9
2152,Operations,2007,1,46584.01,0.9,20,12
2153,Support,2007,1,48668.54,0.85,8,2
2154,Operations,2007,1,32815.87,0.8,11,6
2155,Finance,2007,1,31734.07,0.8,3,16
2156,IT,2007,1,48599.09,0.85,4,1
2157,Marketing,2007,1,31077.49,1.0,17,12
2158,Sales,2007,1,38142.67,1.0,0,8
2159,Marketing,2007,1,32232.83,1.0,3,8
2160,IT,2007,1,44745.38,0.9,4,11
2161,Procurement,2007,1,35311.33,0.9,11,3
2162,IT,2007,1,34780.59,0.75,0,14
2163,Support,2007,1,46720.57,0.8,8,16
2164,Operations,2007,1,31742.83,1.0,8,9
2165,Operations,2007,1,40695.09,0.8,15,2
2166,Procurement,2007,1,33071.56,0.8,8,15
2167,R&D,2007,1,37994.52,0.9,12,13
2168,Support,2007,1,43231.26,0.8,7,1
2169,IT,2007,1,44661.3,0.85,19,9
2170,HR,2007,1,31817.86,0.75,14,19
2171,R&D,2007,1,46004.47,0.8,3,2
2172,HR,2007,1,37489.37,1.0,5,11
2173,R&D,2007,1,36247.54,1.0,3,6
2174,Logistics,2007,1,34655.35,0.75,7,18
2175,Support,2007,1,32776.34,0.8,16,16
2176,Procurement,2007,1,44785.96,0.8,12,1
2177,Logistics,2007,1,48990.46,1.0,6,11
2178,Logistics,2007,1,41837.28,0.85,14,5
2179,Finance,2007,1,48921.61,0.9,14,1
2180,Logistics,2007,1,39613.89,0.9,3,5
2181,HR,2007,1,36532.69,0.8,4,7
2182,HR,2007,1,42417.55,0.9,7,11
2183,R&D,2007,1,34807.01,0.75,18,2
2184,Logistics,2007,1,43273.79,0.9,12,1
2185,Sales,2007,1,44863.42,0.8,10,18
2186,Procurement,2007,1,34777.58,0.8,6,11
2187,HR,2007,1,36004.43,1.0,12,17
2188,Logistics,2007,1,44390.8,0.9,5,17
2189,Support,2007,1,32194.96,0.8,11,19
2190,Marketing,2007,1,31691.39,0.8,11,1
2191,Operations,2007,1,48252.25,0.85,7,14
2192,Marketing,2007,1,46615.3,1.0,20,7
2193,Logistics,2007,1,42937.84,1.0,3,0
2194,Marketing,2007,1,33944.6,0.8,7,3
2195,Support,2007,1,33605.29,0.9,8,0
2196,Finance,2007,1,42214.62,1.0,13,10
2197,Operations,2007,1,32655.73,0.85,8,10
2198,R&D,2007,1,32877.04,0.9,16,18
2199,Logistics,2007,1,47747.68,1.0,2,19
2200,Sales,2007,1,32404.34,1.0,4,18
2201,R&D,2007,1,36077.23,0.8,18,10
2202,R&D,2007,1,34116.41,0.9,2,17
2203,HR,2007,1,35446.8,0.85,1,1
2204,R&D,2007,1,48728.68,1.0,12,6
2205,Logistics,2007,1,30683.67,1.0,17,4
2206,R&D,2007,1,41159.3,0.75,15,20
2207,Support,2007,1,38639.4,1.0,1,15
2208,Operations,2007,1,37119.91,1.0,9,13
2209,Marketing,2007,1,47838.03,0.85,6,1
2210,Marketing,2007,1,49319.66,1.0,15,13
2211,R&D,2007,1,47770.8,0.75,7,14
2212,R&D,2007,1,41168.02,0.85,17,5
2213,Support,2007,1,31356.98,0.75,9,6
2214,Sales,2007,1,48534.57,0.85,12,3
2215,IT,2007,1,40996.96,0.9,3,7
2216,Finance,2007,1,47143.07,0.9,10,11
2217,R&D,2007,1,38854.22,0.8,17,1
2218,Finance,2007,1,30171.69,0.85,7,5
2219,HR,2007,1,46521.74,0.8,4,8
2220,Procurement,2007,1,40014.98,0.9,2,5
2221,Sales,2007,1,30688.91,0.9,1,19
2222,Sales,2007,1,41925.12,0.75,9,10
2223,Logistics,2007,1,38892.43,1.0,13,10
2224,HR,2007,1,43459.07,1.0,19,5
2225,Sales,2007,1,38218.75,0.85,16,10
2226,Support,2007,1,45556.04,0.85,19,17
2227,Marketing,2007,1,37321.41,0.9,3,5
2228,R&D,2007,1,34561.45,0.9,7,7
2229,Support,2007,1,38941.22,0.85,10,7
2230,Marketing,2007,1,41511.06,1.0,4,16
2231,HR,2007,1,47716.87,0.9,1,1
2232,Support,2007,1,34105.2,1.0,16,2
2233,Procurement,2007,1,34970.11,1.0,16,12
2234,Support,2007,1,37129.02,1.0,0,15
2235,R&D,2007,1,41093.57,0.9,13,19
2236,Procurement,2007,1,34867.48,0.85,9,1
2237,Procurement,2007,1,37681.17,0.75,2,19
2238,Operations,2007,1,42558.68,0.8,7,0
2239,Logistics,2007,1,48415.14,0.8,9,13
2240,R&D,2007,1,43976.9,0.8,4,18
2241,HR,2007,1,48818.18,1.0,8,5
2242,Support,2007,1,48496.28,0.75,15,17
2243,Logistics,2007,1,36520.93,0.8,3,6
2244,Support,2007,1,48055.88,0.75,16,17
2245,Procurement,2007,1,33781.43,0.75,13,3
2246,Sales,2007,1,36849.62,1.0,16,1
2247,Marketing,2007,1,35384.26,0.9,18,2
2248,R&D,2007,1,43616.07,0.75,8,20
2249,Sales,2007,1,46536.61,0.75,14,16
2250,Marketing,2007,1,33277.21,0.85,12,7
2251,Sales,2007,1,41318.2,0.8,7,0
2252,Marketing,2007,1,40159.28,1.0,11,19
2253,Sales,2007,1,31991.59,0.75,15,5
2254,Logistics,2007,1,36518.45,1.0,4,16
2255,Logistics,2007,1,41072.18,0.9,0,15
2256,Procurement,2007,1,45601.97,1.0,7,9
2257,Logistics,2007,1,40306.22,1.0,10,5
2258,Sales,2007,1,48495.38,0.85,8,1
2259,HR,2007,1,34518.98,0.9,4,10
2260,Support,2007,1,36137.25,0.85,11,15
2261,R&D,2007,1,48574.75,0.85,12,18
2262,Procurement,2007,1,46422.07,0.9,6,5
2263,Support,2007,1,41530.18,0.85,2,11
2264,Logistics,2007,1,33834.84,0.9,14,19
2265,Support,2007,1,46770.32,1.0,4,0
2266,Sales,2007,1,42631.21,0.8,19,4
2267,IT,2007,1,38418.14,0.85,16,5
2268,Sales,2007,1,42116.32,0.75,5,7
2269,Finance,2007,1,48852.76,1.0,7,15
2270,R&D,2007,1,39796.73,0.9,20,0
2271,R&D,2007,1,32243.08,1.0,20,1
2272,Marketing,2007,1,41033.64,0.9,5,5
2273,Procurement,2007,1,49155.66,0.9,6,5
2274,Finance,2007,1,43726.38,0.85,6,8
2275,HR,2007,1,34908.43,0.85,2,0
2276,R&D,2007,1,37667.9,0.8,13,5
2277,IT,2007,1,44095.49,0.85,7,8
2278,Sales,2007,1,32616.98,0.85,8,0
2279,Marketing,2007,1,41081.85,0.9,1,8
2280,Operations,2007,1,34838.52,0.8,5,16
2281,Procurement,2007,1,33177.69,0.85,19,18
2282,HR,2007,1,41551.15,0.75,18,12
2283,Finance,2007,1,41088.86,0.85,17,3
2284,Finance,2007,1,39594.45,0.9,15,5
2285,Logistics,2007,1,45062.07,0.8,7,19
2286,R&D,2007,1,39795.3,1.0,1,5
2287,IT,2007,1,43455.18,0.85,5,1
2288,Support,2007,1,31548.75,1.0,3,1
2289,Support,2007,1,37802.01,0.85,15,18
2290,Marketing,2007,1,36893.25,0.9,7,10
2291,Marketing,2007,1,30823.67,1.0,14,13
2292,Marketing,2007,1,32787.62,0.9,13,20
2293,Procurement,2007,1,34723.42,1.0,5,16
2294,Finance,2007,1,42474.27,1.0,1,5
2295,Logistics,2007,1,37405.94,0.85,3,0
2296,Procurement,2007,1,46110.63,0.8,1,9
2297,Sales,2007,1,37877.28,1.0,10,13
2298,Support,2007,1,48549.83,0.9,6,4
2299,R&D,2007,1,48369.76,0.8,3,0
2300,HR,2007,1,41393.06,0.8,0,17
2301,Procurement,2007,1,42029.45,0.85,16,7
2302,HR,2007,1,31129.27,0.75,3,0
2303,Sales,2007,1,36732.21,0.85,6,5
2304,IT,2007,1,41671.1,1.0,17,20
2305,HR,2007,1,35950.94,0.9,2,14
2306,Support,2007,1,49008.04,0.85,17,10
2307,IT,2007,1,39531.1,0.8,3,17
2308,Logistics,2007,1,45716.35,1.0,8,19
2309,Marketing,2007,1,48968.5,0.9,4,10
2310,IT,2007,1,47477.93,0.75,13,2
2311,Marketing,2007,1,44782.53,0.75,7,5
2312,Sales,2007,1,30998.33,0.9,8,18
2313,Support,2007,1,40354.13,0.8,17,12
2314,Operations,2007,1,41860.66,1.0,15,12
2315,Sales,2007,1,40700.39,0.75,1,8
2316,Finance,2007,1,40604.06,0.85,7,11
2317,Sales,2007,1,39249.74,0.85,4,9
2318,Sales,2007,1,37669.55,0.8,7,3
2319,Marketing,2007,1,34478.08,0.75,19,15
2320,Finance,2007,1,30502.56,0.85,11,20
2321,Finance,2007,1,48279.13,0.75,5,18
2322,Sales,2007,1,49188.46,0.75,14,13
2323,R&D,2007,1,33255.19,0.85,3,16
2324,Support,2007,1,44289.35,1.0,2,4
2325,Logistics,2007,1,43417.21,0.85,13,10
2326,Procurement,2007,1,34897.89,0.8,8,15
2327,R&D,2007,1,40659.65,1.0,1,8
2328,IT,2007,1,33076.72,0.85,19,10
2329,IT,2007,1,36253.38,1.0,5,0
2330,Operations,2007,1,35629.6,0.8,10,10
2331,Support,2007,1,45002.88,0.85,6,17
2332,Operations,2007,1,46302.03,0.9,15,11
2333,Sales,2007,1,41617.54,1.0,18,0
2334,Support,2007,1,47710.45,1.0,7,6
2335,Marketing,2007,1,39164.52,1.0,6,3
2336,HR,2007,1,44802.24,0.8,17,17
2337,Support,2007,1,44281.48,0.8,12,17
2338,Operations,2007,1,48679.05,0.8,11,2
2339,Operations,2007,1,40351.89,0.75,14,15
2340,IT,2007,1,30538.59,1.0,14,12
2341,Support,2007,1,46489.72,0.75,8,14
2342,IT,2007,1,40553.69,0.85,4,0
2343,Marketing,2007,1,37350.84,1.0,14,10
2344,Operations,2007,1,47633.54,1.0,14,9
2345,IT,2007,1,32640.5,0.9,3,15
2346,Support,2007,1,44867.83,0.85,11,12
2347,Finance,2007,1,33488.23,0.8,11,4
2348,HR,2007,1,31897.55,1.0,10,13
2349,R&D,2007,1,33140.26,0.9,18,6
2350,R&D,2007,1,48315.84,0.85,17,15
2351,Support,2007,1,44368.31,0.8,5,13
2352,Sales,2007,1,38761.24,0.85,20,2
2353,Marketing,2007,1,37157.86,0.8,1,15
2354,R&D,2007,1,45441.06,1.0,20,16
2355,Operations,2007,1,38968.24,0.75,4,11
2356,Finance,2007,1,40307.05,0.8,20,2
2357,Sales,2007,1,42689.67,0.9,16,11
2358,Logistics,2007,1,48393.03,0.8,7,17
2359,R&D,2007,1,38344.78,0.85,6,18
2360,Support,2007,1,40884.22,0.85,4,7
2361,Finance,2007,1,42674.14,0.9,10,4
2362,Support,2007,1,38866.7,0.9,16,13
2363,Logistics,2007,1,33320.02,0.8,17,18
2364,Procurement,2007,1,43971.86,0.9,6,9
2365,IT,2007,1,40676.58,1.0,1,5
2366,Operations,2007,1,47379.1,0.8,9,18
2367,Finance,2007,1,43493.04,0.8,11,13
2368,Operations,2007,1,39273.62,0.85,16,1
2369,Procurement,2007,1,38572.35,0.8,2,10
2370,Logistics,2007,1,38100.8,0.9,12,13
2371,HR,2007,1,38663.48,0.8,15,3
2372,Finance,2007,1,30539.02,0.85,18,4
2373,Sales,2007,1,39488.91,0.8,4,1
2374,IT,2007,1,43549.19,0.8,1,9
2375,HR,2007,1,49548.49,0.85,17,6
2376,R&D,2007,1,45967.71,0.85,14,19
2377,Support,2007,1,35166.88,0.85,16,16
2378,Finance,2007,1,42685.01,1.0,1,6
2379,Finance,2007,1,43006.85,0.9,16,2
2380,Operations,2007,1,48596.45,0.9,4,0
2381,Procurement,2007,1,47599.39,1.0,20,7
2382,Support,2007,1,38183.45,1.0,3,8
2383,Finance,2007,1,39728.79,0.9,8,12
2384,R&D,2007,1,36014.17,1.0,3,8
2385,Procurement,2007,1,44915.26,0.75,13,1
2386,Operations,2007,1,38146.8,0.8,14,12
2387,Support,2007,1,40026.7,0.9,5,20
2388,R&D,2007,1,45033.28,0.75,16,6
2389,Support,2007,1,45488.72,0.8,20,18
2390,R&D,2007,1,42906.98,1.0,11,18
2391,Marketing,2007,1,33181.87,0.8,18,14
2392,Finance,2007,1,47392.94,0.75,5,12
2393,R&D,2007,1,49311.43,0.75,14,8
2394,R&D,2007,1,48403.4,1.0,6,3
2395,Marketing,2007,1,33334.22,0.85,17,3
2396,Logistics,2007,1,32463.39,1.0,2,15
2397,Sales,2007,1,32328.12,1.0,11,17
2398,Sales,2007,1,38982.78,0.85,12,12
2399,Logistics,2007,1,34356.99,0.75,13,0
2400,Support,2007,1,42208.22,0.9,17,8
2401,Marketing,2008,1,38715.62,0.9,9,14
2402,Support,2008,1,35601.34,0.85,11,18
2403,Logistics,2008,1,31652.33,0.85,6,13
2404,Marketing,2008,1,35124.53,1.0,13,10
2405,Logistics,2008,1,36912.01,0.8,3,12
2406,Procurement,2008,1,44532.34,0.8,6,0
2407,Procurement,2008,1,33197.14,0.9,19,10
2408,IT,2008,1,42835.64,0.85,8,15
2409,Sales,2008,1,49021.87,0.8,5,13
2410,Operations,2008,1,39158.51,1.0,16,4
2411,Finance,2008,1,33953.54,0.85,3,8
2412,Logistics,2008,1,49507.44,0.75,0,2
2413,Finance,2008,1,40680.48,0.85,20,1
2414,Finance,2008,1,35539.34,1.0,7,0
2415,Marketing,2008,1,40281.56,0.8,7,18
2416,Operations,2008,1,31354.61,0.9,10,9
2417,Logistics,2008,1,45568.49,0.8,13,6
2418,Logistics,2008,1,39763.08,0.9,13,13
2419,R&D,2008,1,33921.63,0.9,12,4
2420,IT,2008,1,48076.49,0.75,15,4
2421,Logistics,2008,1,38898.35,0.75,19,14
2422,R&D,2008,1,41210.89,1.0,12,14
2423,Sales,2008,1,35867.04,1.0,10,14
2424,Sales,2008,1,35744.56,0.9,11,13
2425,Procurement,2008,1,37262.25,0.85,3,1
2426,HR,2008,1,35673.68,1.0,18,7
2427,Logistics,2008,1,35910.15,0.8,5,17
2428,Operations,2008,1,32551.98,0.85,15,6
2429,R&D,2008,1,46731.33,0.75,19,1
2430,R&D,2008,1,41785.66,0.8,10,5
2431,Finance,2008,1,40625.8,0.8,15,16
2432,Marketing,2008,1,42640.4,0.9,15,12
2433,Procurement,2008,1,37712.59,0.8,3,6
2434,Sales,2008,1,42672.64,0.85,13,5
2435,R&D,2008,1,33855.41,0.85,14,11
2436,HR,2008,1,49184.52,0.9,20,0
2437,Finance,2008,1,35890.73,0.85,9,8
2438,IT,2008,1,37090.37,0.9,11,14
2439,Sales,2008,1,49386.48,0.85,17,7
2440,R&D,2008,1,43016.02,1.0,20,4
2441,Procurement,2008,1,40765.79,1.0,6,2
2442,Procurement,2008,1,40823.86,0.9,16,14
2443,Support,2008,1,48055.91,0.8,15,0
2444,Operations,2008,1,45913.32,0.9,19,7
2445,HR,2008,1,35811.16,0.75,0,9
2446,Operations,2008,1,44880.02,0.9,3,14
2447,Finance,2008,1,47667.61,0.9,11,3
2448,Procurement,2008,1,41535.81,0.85,4,16
2449,Operations,2008,1,44562.98,0.8,6,12
2450,Marketing,2008,1,35516.77,0.75,16,0
2451,Finance,2008,1,31480.14,0.8,14,15
2452,Procurement,2008,1,37335.87,0.75,0,19
2453,HR,2008,1,47973.94,0.75,0,0
2454,Operations,2008,1,49030.44,0.9,13,8
2455,Operations,2008,1,42117.57,0.9,4,6
2456,Operations,2008,1,49870.25,1.0,11,9
2457,Support,2008,1,47351.58,1.0,12,17
2458,Finance,2008,1,41394.35,0.8,19,19
2459,Logistics,2008,1,49902.08,1.0,4,14
2460,HR,2008,1,35637.79,0.85,6,3
2461,Sales,2008,1,49533.98,0.9,19,14
2462,Finance,2008,1,35317.06,0.75,14,13
2463,IT,2008,1,33253.36,1.0,20,5
2464,Operations,2008,1,46667.32,0.85,7,18
2465,Finance,2008,1,40491.29,0.85,3,13
2466,Logistics,2008,1,30134.2,0.85,20,4
2467,HR,2008,1,41450.26,0.75,11,6
2468,Procurement,2008,1,38064.64,1.0,1,6
2469,Marketing,2008,1,47868.05,0.9,8,14
2470,Procurement,2008,1,31105.45,0.75,10,6
2471,Support,2008,1,32881.4,0.85,5,16
2472,IT,2008,1,31128.53,0.75,2,14
2473,Operations,2008,1,42639.87,0.75,1,3
2474,Logistics,2008,1,35437.12,0.85,18,9
2475,R&D,2008,1,45719.9,0.75,14,11
2476,Sales,2008,1,30526.07,0.8,3,5
2477,R&D,2008,1,49916.3,0.9,2,5
2478,Support,2008,1,40252.81,0.75,4,9
2479,Logistics,2008,1,37194.2,0.85,20,6
2480,Operations,2008,1,35307.91,0.75,3,4
2481,R&D,2008,1,46825.49,0.9,13,4
2482,HR,2008,1,44562.02,0.9,5,7
2483,Support,2008,1,49924.26,0.85,13,8
2484,Marketing,2008,1,39017.57,0.85,10,7
2485,Logistics,2008,1,43460.13,0.8,20,8
2486,IT,2008,1,34097.36,0.8,16,4
2487,R&D,2008,1,36748.16,0.85,0,11
2488,Procurement,2008,1,34722.45,0.8,20,12
2489,Marketing,2008,1,40717.28,1.0,1,3
2490,Logistics,2008,1,41846.16,0.85,4,0
2491,Marketing,2008,1,37579.46,0.9,14,2
2492,Marketing,2008,1,42581.7,0.8,15,10
2493,HR,2008,1,33867.68,0.75,5,4
2494,Support,2008,1,33691.44,0.75,1,13
2495,Marketing,2008,1,36551.3,0.75,10,9
2496,Marketing,2008,1,44111.57,1.0,3,9
2497,Support,2008,1,42001.8,1.0,17,1
2498,R&D,2008,1,36872.84,0.8,7,15
2499,R&D,2008,1,49909.7,0.85,3,18
2500,R&D,2008,1,43225.06,1.0,19,16
2501,R&D,2008,1,44431.15,0.85,14,15
2502,Operations,2008,1,39279.27,0.85,9,3
2503,R&D,2008,1,32802.95,0.75,20,20
2504,IT,2008,1,34131.48,1.0,18,19
2505,Logistics,2008,1,41195.94,0.9,4,4
2506,Sales,2008,1,42003.57,1.0,18,13
2507,Marketing,2008,1,31311.79,1.0,12,2
2508,Marketing,2008,1,34518.58,0.75,3,14
2509,Support,2008,1,30195.15,0.85,19,6
2510,HR,2008,1,30755.75,0.75,20,0
2511,Operations,2008,1,38633.91,0.8,12,15
2512,Procurement,2008,1,48844.3,0.75,11,7
2513,Procurement,2008,1,34887.0,0.9,3,15
2514,R&D,2008,1,43898.45,0.75,4,15
2515,Operations,2008,1,44030.09,0.8,20,2
2516,HR,2008,1,35557.47,0.85,3,19
2517,Support,2008,1,47722.96,0.9,10,8
2518,HR,2008,1,42545.31,0.8,4,17
2519,IT,2008,1,39708.86,1.0,11,5
2520,IT,2008,1,48525.56,1.0,13,19
2521,Marketing,2008,1,31792.41,0.9,18,16
2522,Sales,2008,1,45895.03,1.0,17,11
2523,HR,2008,1,41056.59,1.0,5,6
2524,IT,2008,1,38055.21,0.8,10,0
2525,R&D,2008,1,41393.98,0.75,14,17
2526,HR,2008,1,40769.35,0.9,14,16
2527,Support,2008,1,36315.49,0.9,3,16
2528,Logistics,2008,1,44944.79,1.0,2,11
2529,Logistics,2008,1,30953.12,0.8,19,12
2530,Sales,2008,1,32589.26,0.8,1,8
2531,Sales,2008,1,34056.33,0.85,13,20
2532,R&D,2008,1,31183.51,0.8,9,7
2533,HR,2008,1,36023.7,0.85,18,17
2534,IT,2008,1,31140.59,1.0,19,12
2535,Operations,2008,1,46275.41,0.8,10,8
2536,R&D,2008,1,40917.4,0.85,18,5
2537,Finance,2008,1,36062.51,1.0,20,16
2538,Procurement,2008,1,41524.31,0.75,19,6
2539,Marketing,2008,1,49995.32,1.0,10,4
2540,Finance,2008,1,38885.58,0.9,2,0
2541,Procurement,2008,1,45033.38,0.85,15,20
2542,Procurement,2008,1,36858.13,0.85,4,11
2543,Support,2008,1,32292.84,0.9,8,17
2544,Logistics,2008,1,41082.14,0.75,4,16
2545,Marketing,2008,1,32230.42,1.0,7,3
2546,Finance,2008,1,38685.78,0.85,12,6
2547,Finance,2008,1,49577.99,0.8,3,5
2548,R&D,2008,1,33951.4,1.0,12,15
2549,Operations,2008,1,45147.72,0.8,15,8
2550,HR,2008,1,40693.35,1.0,2,7
2551,Procurement,2008,1,43912.6,0.8,16,3
2552,Logistics,2008,1,32208.17,0.85,13,16
2553,R&D,2008,1,40351.39,0.9,11,5
2554,Support,2008,1,38182.74,1.0,4,10
2555,Logistics,2008,1,49761.86,0.8,16,9
2556,HR,2008,1,37014.02,0.85,2,17
2557,Marketing,2008,1,47257.86,0.75,10,3
2558,Procurement,2008,1,47506.88,0.8,18,17
2559,Marketing,2008,1,44093.93,1.0,14,1
2560,Finance,2008,1,49296.52,0.8,20,2
2561,Finance,2008,1,49457.33,0.75,6,20
2562,Finance,2008,1,39525.55,0.75,7,5
2563,HR,2008,1,48102.3,0.75,11,20
2564,Operations,2008,1,41809.62,0.85,18,13
2565,IT,2008,1,41901.5,0.8,2,16
2566,Finance,2008,1,48221.17,0.8,3,10
2567,Operations,2008,1,49276.61,1.0,13,6
2568,Finance,2008,1,30126.43,1.0,17,20
2569,Marketing,2008,1,44491.94,0.9,10,18
2570,HR,2008,1,49493.25,0.9,3,16
2571,Finance,2008,1,38566.17,0.75,13,19
2572,Logistics,2008,1,30699.79,0.85,6,10
2573,HR,2008,1,44805.79,0.75,6,10
2574,Operations,2008,1,44494.81,0.9,6,2
2575,R&D,2008,1,33770.28,1.0,10,2
2576,IT,2008,1,43707.84,0.8,4,0
2577,Procurement,2008,1,43791.01,0.85,17,10
2578,Sales,2008,1,46905.72,0.85,14,7
2579,Support,2008,1,34426.37,0.8,17,9
2580,Marketing,2008,1,30005.12,0.8,20,5
