id,googleTopic,week_id,value
dumpling,/m/02cv5l,2004-08,21
dumpling,/m/02cv5l,2004-09,14
dumpling,/m/02cv5l,2004-10,27
dumpling,/m/02cv5l,2004-11,23
dumpling,/m/02cv5l,2004-12,25
dumpling,/m/02cv5l,2004-13,12
dumpling,/m/02cv5l,2004-14,21
dumpling,/m/02cv5l,2004-15,13
dumpling,/m/02cv5l,2004-16,19
dumpling,/m/02cv5l,2004-17,18
dumpling,/m/02cv5l,2004-18,23
dumpling,/m/02cv5l,2004-19,15
dumpling,/m/02cv5l,2004-20,19
dumpling,/m/02cv5l,2004-21,17
dumpling,/m/02cv5l,2004-22,13
dumpling,/m/02cv5l,2004-23,17
dumpling,/m/02cv5l,2004-24,18
dumpling,/m/02cv5l,2004-25,21
dumpling,/m/02cv5l,2004-26,13
dumpling,/m/02cv5l,2004-27,20
dumpling,/m/02cv5l,2004-28,13
dumpling,/m/02cv5l,2004-29,18
dumpling,/m/02cv5l,2004-30,17
dumpling,/m/02cv5l,2004-31,20
dumpling,/m/02cv5l,2004-32,13
dumpling,/m/02cv5l,2004-33,22
dumpling,/m/02cv5l,2004-34,20
dumpling,/m/02cv5l,2004-35,21
dumpling,/m/02cv5l,2004-36,18
dumpling,/m/02cv5l,2004-37,21
dumpling,/m/02cv5l,2004-38,19
dumpling,/m/02cv5l,2004-39,25
dumpling,/m/02cv5l,2004-40,18
dumpling,/m/02cv5l,2004-41,24
dumpling,/m/02cv5l,2004-42,28
dumpling,/m/02cv5l,2004-43,27
dumpling,/m/02cv5l,2004-44,28
dumpling,/m/02cv5l,2004-45,30
dumpling,/m/02cv5l,2004-46,19
dumpling,/m/02cv5l,2004-47,36
dumpling,/m/02cv5l,2004-48,26
dumpling,/m/02cv5l,2004-49,28
dumpling,/m/02cv5l,2004-50,23
dumpling,/m/02cv5l,2004-51,31
dumpling,/m/02cv5l,2004-52,37
dumpling,/m/02cv5l,2005-01,41
dumpling,/m/02cv5l,2005-02,22
dumpling,/m/02cv5l,2005-03,30
dumpling,/m/02cv5l,2005-04,44
dumpling,/m/02cv5l,2005-05,36
dumpling,/m/02cv5l,2005-06,34
dumpling,/m/02cv5l,2005-07,27
dumpling,/m/02cv5l,2005-08,22
dumpling,/m/02cv5l,2005-09,20
dumpling,/m/02cv5l,2005-10,24
dumpling,/m/02cv5l,2005-11,20
dumpling,/m/02cv5l,2005-12,17
dumpling,/m/02cv5l,2005-13,26
dumpling,/m/02cv5l,2005-14,21
dumpling,/m/02cv5l,2005-15,23
dumpling,/m/02cv5l,2005-16,21
dumpling,/m/02cv5l,2005-17,12
dumpling,/m/02cv5l,2005-18,20
dumpling,/m/02cv5l,2005-19,18
dumpling,/m/02cv5l,2005-20,15
dumpling,/m/02cv5l,2005-21,20
dumpling,/m/02cv5l,2005-22,16
dumpling,/m/02cv5l,2005-23,21
dumpling,/m/02cv5l,2005-24,15
dumpling,/m/02cv5l,2005-25,23
dumpling,/m/02cv5l,2005-26,21
dumpling,/m/02cv5l,2005-27,24
dumpling,/m/02cv5l,2005-28,18
dumpling,/m/02cv5l,2005-29,19
dumpling,/m/02cv5l,2005-30,19
dumpling,/m/02cv5l,2005-31,25
dumpling,/m/02cv5l,2005-32,21
dumpling,/m/02cv5l,2005-33,21
dumpling,/m/02cv5l,2005-34,14
dumpling,/m/02cv5l,2005-35,19
dumpling,/m/02cv5l,2005-36,23
dumpling,/m/02cv5l,2005-37,28
dumpling,/m/02cv5l,2005-38,19
dumpling,/m/02cv5l,2005-39,29
dumpling,/m/02cv5l,2005-40,26
dumpling,/m/02cv5l,2005-41,28
dumpling,/m/02cv5l,2005-42,25
dumpling,/m/02cv5l,2005-43,28
dumpling,/m/02cv5l,2005-44,38
dumpling,/m/02cv5l,2005-45,27
dumpling,/m/02cv5l,2005-46,38
dumpling,/m/02cv5l,2005-47,49
dumpling,/m/02cv5l,2005-48,28
dumpling,/m/02cv5l,2005-49,29
dumpling,/m/02cv5l,2005-50,34
dumpling,/m/02cv5l,2005-51,31
dumpling,/m/02cv5l,2005-52,36
dumpling,/m/02cv5l,2006-01,36
dumpling,/m/02cv5l,2006-02,32
dumpling,/m/02cv5l,2006-03,32
dumpling,/m/02cv5l,2006-04,31
dumpling,/m/02cv5l,2006-05,39
dumpling,/m/02cv5l,2006-06,34
dumpling,/m/02cv5l,2006-07,33
dumpling,/m/02cv5l,2006-08,29
dumpling,/m/02cv5l,2006-09,25
dumpling,/m/02cv5l,2006-10,29
dumpling,/m/02cv5l,2006-11,27
dumpling,/m/02cv5l,2006-12,24
dumpling,/m/02cv5l,2006-13,25
dumpling,/m/02cv5l,2006-14,18
dumpling,/m/02cv5l,2006-15,21
dumpling,/m/02cv5l,2006-16,20
dumpling,/m/02cv5l,2006-17,18
dumpling,/m/02cv5l,2006-18,19
dumpling,/m/02cv5l,2006-19,17
dumpling,/m/02cv5l,2006-20,17
dumpling,/m/02cv5l,2006-21,20
dumpling,/m/02cv5l,2006-22,19
dumpling,/m/02cv5l,2006-23,20
dumpling,/m/02cv5l,2006-24,22
dumpling,/m/02cv5l,2006-25,22
dumpling,/m/02cv5l,2006-26,24
dumpling,/m/02cv5l,2006-27,24
dumpling,/m/02cv5l,2006-28,21
dumpling,/m/02cv5l,2006-29,18
dumpling,/m/02cv5l,2006-30,23
dumpling,/m/02cv5l,2006-31,18
dumpling,/m/02cv5l,2006-32,19
dumpling,/m/02cv5l,2006-33,23
dumpling,/m/02cv5l,2006-34,19
dumpling,/m/02cv5l,2006-35,22
dumpling,/m/02cv5l,2006-36,23
dumpling,/m/02cv5l,2006-37,27
dumpling,/m/02cv5l,2006-38,31
dumpling,/m/02cv5l,2006-39,29
dumpling,/m/02cv5l,2006-40,36
dumpling,/m/02cv5l,2006-41,27
dumpling,/m/02cv5l,2006-42,38
dumpling,/m/02cv5l,2006-43,30
dumpling,/m/02cv5l,2006-44,30
dumpling,/m/02cv5l,2006-45,29
dumpling,/m/02cv5l,2006-46,32
dumpling,/m/02cv5l,2006-47,42
dumpling,/m/02cv5l,2006-48,36
dumpling,/m/02cv5l,2006-49,31
dumpling,/m/02cv5l,2006-50,22
dumpling,/m/02cv5l,2006-51,31
dumpling,/m/02cv5l,2006-52,38
dumpling,/m/02cv5l,2007-01,32
dumpling,/m/02cv5l,2007-02,35
dumpling,/m/02cv5l,2007-03,36
dumpling,/m/02cv5l,2007-04,37
dumpling,/m/02cv5l,2007-05,34
dumpling,/m/02cv5l,2007-06,39
dumpling,/m/02cv5l,2007-07,35
dumpling,/m/02cv5l,2007-08,30
dumpling,/m/02cv5l,2007-09,25
dumpling,/m/02cv5l,2007-10,27
dumpling,/m/02cv5l,2007-11,26
dumpling,/m/02cv5l,2007-12,23
dumpling,/m/02cv5l,2007-13,26
dumpling,/m/02cv5l,2007-14,22
dumpling,/m/02cv5l,2007-15,25
dumpling,/m/02cv5l,2007-16,28
dumpling,/m/02cv5l,2007-17,21
dumpling,/m/02cv5l,2007-18,21
dumpling,/m/02cv5l,2007-19,20
dumpling,/m/02cv5l,2007-20,16
dumpling,/m/02cv5l,2007-21,20
dumpling,/m/02cv5l,2007-22,19
dumpling,/m/02cv5l,2007-23,23
dumpling,/m/02cv5l,2007-24,20
dumpling,/m/02cv5l,2007-25,17
dumpling,/m/02cv5l,2007-26,21
dumpling,/m/02cv5l,2007-27,26
dumpling,/m/02cv5l,2007-28,23
dumpling,/m/02cv5l,2007-29,22
dumpling,/m/02cv5l,2007-30,25
dumpling,/m/02cv5l,2007-31,27
dumpling,/m/02cv5l,2007-32,22
dumpling,/m/02cv5l,2007-33,25
dumpling,/m/02cv5l,2007-34,22
dumpling,/m/02cv5l,2007-35,33
dumpling,/m/02cv5l,2007-36,29
dumpling,/m/02cv5l,2007-37,30
dumpling,/m/02cv5l,2007-38,31
dumpling,/m/02cv5l,2007-39,29
dumpling,/m/02cv5l,2007-40,35
dumpling,/m/02cv5l,2007-41,37
dumpling,/m/02cv5l,2007-42,33
dumpling,/m/02cv5l,2007-43,33
dumpling,/m/02cv5l,2007-44,36
dumpling,/m/02cv5l,2007-45,35
dumpling,/m/02cv5l,2007-46,52
dumpling,/m/02cv5l,2007-47,42
dumpling,/m/02cv5l,2007-48,34
dumpling,/m/02cv5l,2007-49,33
dumpling,/m/02cv5l,2007-50,35
dumpling,/m/02cv5l,2007-51,45
dumpling,/m/02cv5l,2007-52,49
dumpling,/m/02cv5l,2008-01,39
dumpling,/m/02cv5l,2008-02,41
dumpling,/m/02cv5l,2008-03,43
dumpling,/m/02cv5l,2008-04,45
dumpling,/m/02cv5l,2008-05,41
dumpling,/m/02cv5l,2008-06,45
dumpling,/m/02cv5l,2008-07,42
dumpling,/m/02cv5l,2008-08,31
dumpling,/m/02cv5l,2008-09,30
dumpling,/m/02cv5l,2008-10,30
dumpling,/m/02cv5l,2008-11,31
dumpling,/m/02cv5l,2008-12,30
dumpling,/m/02cv5l,2008-13,21
dumpling,/m/02cv5l,2008-14,31
dumpling,/m/02cv5l,2008-15,27
dumpling,/m/02cv5l,2008-16,25
dumpling,/m/02cv5l,2008-17,36
dumpling,/m/02cv5l,2008-18,32
dumpling,/m/02cv5l,2008-19,29
dumpling,/m/02cv5l,2008-20,31
dumpling,/m/02cv5l,2008-21,30
dumpling,/m/02cv5l,2008-22,24
dumpling,/m/02cv5l,2008-23,22
dumpling,/m/02cv5l,2008-24,26
dumpling,/m/02cv5l,2008-25,21
dumpling,/m/02cv5l,2008-26,28
dumpling,/m/02cv5l,2008-27,26
dumpling,/m/02cv5l,2008-28,29
dumpling,/m/02cv5l,2008-29,20
dumpling,/m/02cv5l,2008-30,26
dumpling,/m/02cv5l,2008-31,36
dumpling,/m/02cv5l,2008-32,32
dumpling,/m/02cv5l,2008-33,32
dumpling,/m/02cv5l,2008-34,33
dumpling,/m/02cv5l,2008-35,35
dumpling,/m/02cv5l,2008-36,32
dumpling,/m/02cv5l,2008-37,38
dumpling,/m/02cv5l,2008-38,35
dumpling,/m/02cv5l,2008-39,38
dumpling,/m/02cv5l,2008-40,40
dumpling,/m/02cv5l,2008-41,45
dumpling,/m/02cv5l,2008-42,44
dumpling,/m/02cv5l,2008-43,42
dumpling,/m/02cv5l,2008-44,42
dumpling,/m/02cv5l,2008-45,48
dumpling,/m/02cv5l,2008-46,45
dumpling,/m/02cv5l,2008-47,49
dumpling,/m/02cv5l,2008-48,45
dumpling,/m/02cv5l,2008-49,43
dumpling,/m/02cv5l,2008-50,40
dumpling,/m/02cv5l,2008-51,51
dumpling,/m/02cv5l,2008-52,62
dumpling,/m/02cv5l,2009-01,47
dumpling,/m/02cv5l,2009-02,55
dumpling,/m/02cv5l,2009-03,59
dumpling,/m/02cv5l,2009-04,54
dumpling,/m/02cv5l,2009-05,43
dumpling,/m/02cv5l,2009-06,43
dumpling,/m/02cv5l,2009-07,44
dumpling,/m/02cv5l,2009-08,42
dumpling,/m/02cv5l,2009-09,43
dumpling,/m/02cv5l,2009-10,38
dumpling,/m/02cv5l,2009-11,35
dumpling,/m/02cv5l,2009-12,34
dumpling,/m/02cv5l,2009-13,34
dumpling,/m/02cv5l,2009-14,35
dumpling,/m/02cv5l,2009-15,28
dumpling,/m/02cv5l,2009-16,31
dumpling,/m/02cv5l,2009-17,32
dumpling,/m/02cv5l,2009-18,26
dumpling,/m/02cv5l,2009-19,32
dumpling,/m/02cv5l,2009-20,32
dumpling,/m/02cv5l,2009-21,31
dumpling,/m/02cv5l,2009-22,28
dumpling,/m/02cv5l,2009-23,28
dumpling,/m/02cv5l,2009-24,26
dumpling,/m/02cv5l,2009-25,27
dumpling,/m/02cv5l,2009-26,29
dumpling,/m/02cv5l,2009-27,31
dumpling,/m/02cv5l,2009-28,34
dumpling,/m/02cv5l,2009-29,31
dumpling,/m/02cv5l,2009-30,36
dumpling,/m/02cv5l,2009-31,29
dumpling,/m/02cv5l,2009-32,32
dumpling,/m/02cv5l,2009-33,36
dumpling,/m/02cv5l,2009-34,38
dumpling,/m/02cv5l,2009-35,40
dumpling,/m/02cv5l,2009-36,37
dumpling,/m/02cv5l,2009-37,41
dumpling,/m/02cv5l,2009-38,42
dumpling,/m/02cv5l,2009-39,46
dumpling,/m/02cv5l,2009-40,50
dumpling,/m/02cv5l,2009-41,60
dumpling,/m/02cv5l,2009-42,57
dumpling,/m/02cv5l,2009-43,56
dumpling,/m/02cv5l,2009-44,47
dumpling,/m/02cv5l,2009-45,49
dumpling,/m/02cv5l,2009-46,52
dumpling,/m/02cv5l,2009-47,61
dumpling,/m/02cv5l,2009-48,53
dumpling,/m/02cv5l,2009-49,50
dumpling,/m/02cv5l,2009-50,46
dumpling,/m/02cv5l,2009-51,52
dumpling,/m/02cv5l,2009-52,72
dumpling,/m/02cv5l,2010-01,59
dumpling,/m/02cv5l,2010-02,49
dumpling,/m/02cv5l,2010-03,49
dumpling,/m/02cv5l,2010-04,51
dumpling,/m/02cv5l,2010-05,47
dumpling,/m/02cv5l,2010-06,57
dumpling,/m/02cv5l,2010-07,48
dumpling,/m/02cv5l,2010-08,46
dumpling,/m/02cv5l,2010-09,42
dumpling,/m/02cv5l,2010-10,41
dumpling,/m/02cv5l,2010-11,35
dumpling,/m/02cv5l,2010-12,38
dumpling,/m/02cv5l,2010-13,35
dumpling,/m/02cv5l,2010-14,32
dumpling,/m/02cv5l,2010-15,35
dumpling,/m/02cv5l,2010-16,29
dumpling,/m/02cv5l,2010-17,30
dumpling,/m/02cv5l,2010-18,28
dumpling,/m/02cv5l,2010-19,29
dumpling,/m/02cv5l,2010-20,29
dumpling,/m/02cv5l,2010-21,32
dumpling,/m/02cv5l,2010-22,27
dumpling,/m/02cv5l,2010-23,30
dumpling,/m/02cv5l,2010-24,32
dumpling,/m/02cv5l,2010-25,29
dumpling,/m/02cv5l,2010-26,34
dumpling,/m/02cv5l,2010-27,32
dumpling,/m/02cv5l,2010-28,30
dumpling,/m/02cv5l,2010-29,32
dumpling,/m/02cv5l,2010-30,33
dumpling,/m/02cv5l,2010-31,27
dumpling,/m/02cv5l,2010-32,32
dumpling,/m/02cv5l,2010-33,37
dumpling,/m/02cv5l,2010-34,38
dumpling,/m/02cv5l,2010-35,35
dumpling,/m/02cv5l,2010-36,37
dumpling,/m/02cv5l,2010-37,42
dumpling,/m/02cv5l,2010-38,43
dumpling,/m/02cv5l,2010-39,50
dumpling,/m/02cv5l,2010-40,48
dumpling,/m/02cv5l,2010-41,46
dumpling,/m/02cv5l,2010-42,48
dumpling,/m/02cv5l,2010-43,51
dumpling,/m/02cv5l,2010-44,50
dumpling,/m/02cv5l,2010-45,50
dumpling,/m/02cv5l,2010-46,52
dumpling,/m/02cv5l,2010-47,64
dumpling,/m/02cv5l,2010-48,56
dumpling,/m/02cv5l,2010-49,46
dumpling,/m/02cv5l,2010-50,49
dumpling,/m/02cv5l,2010-51,54
dumpling,/m/02cv5l,2010-52,73
dumpling,/m/02cv5l,2011-01,59
dumpling,/m/02cv5l,2011-02,64
dumpling,/m/02cv5l,2011-03,57
dumpling,/m/02cv5l,2011-04,60
dumpling,/m/02cv5l,2011-05,69
dumpling,/m/02cv5l,2011-06,54
dumpling,/m/02cv5l,2011-07,44
dumpling,/m/02cv5l,2011-08,49
dumpling,/m/02cv5l,2011-09,44
dumpling,/m/02cv5l,2011-10,46
dumpling,/m/02cv5l,2011-11,41
dumpling,/m/02cv5l,2011-12,43
dumpling,/m/02cv5l,2011-13,44
dumpling,/m/02cv5l,2011-14,41
dumpling,/m/02cv5l,2011-15,37
dumpling,/m/02cv5l,2011-16,42
dumpling,/m/02cv5l,2011-17,36
dumpling,/m/02cv5l,2011-18,36
dumpling,/m/02cv5l,2011-19,36
dumpling,/m/02cv5l,2011-20,37
dumpling,/m/02cv5l,2011-21,37
dumpling,/m/02cv5l,2011-22,34
dumpling,/m/02cv5l,2011-23,34
dumpling,/m/02cv5l,2011-24,33
dumpling,/m/02cv5l,2011-25,34
dumpling,/m/02cv5l,2011-26,35
dumpling,/m/02cv5l,2011-27,32
dumpling,/m/02cv5l,2011-28,38
dumpling,/m/02cv5l,2011-29,38
dumpling,/m/02cv5l,2011-30,38
dumpling,/m/02cv5l,2011-31,38
dumpling,/m/02cv5l,2011-32,36
dumpling,/m/02cv5l,2011-33,40
dumpling,/m/02cv5l,2011-34,40
dumpling,/m/02cv5l,2011-35,41
dumpling,/m/02cv5l,2011-36,47
dumpling,/m/02cv5l,2011-37,47
dumpling,/m/02cv5l,2011-38,57
dumpling,/m/02cv5l,2011-39,51
dumpling,/m/02cv5l,2011-40,54
dumpling,/m/02cv5l,2011-41,55
dumpling,/m/02cv5l,2011-42,65
dumpling,/m/02cv5l,2011-43,59
dumpling,/m/02cv5l,2011-44,63
dumpling,/m/02cv5l,2011-45,63
dumpling,/m/02cv5l,2011-46,63
dumpling,/m/02cv5l,2011-47,76
dumpling,/m/02cv5l,2011-48,68
dumpling,/m/02cv5l,2011-49,57
dumpling,/m/02cv5l,2011-50,57
dumpling,/m/02cv5l,2011-51,59
dumpling,/m/02cv5l,2011-52,67
dumpling,/m/02cv5l,2012-01,66
dumpling,/m/02cv5l,2012-02,62
dumpling,/m/02cv5l,2012-03,73
dumpling,/m/02cv5l,2012-04,70
dumpling,/m/02cv5l,2012-05,55
dumpling,/m/02cv5l,2012-06,58
dumpling,/m/02cv5l,2012-07,54
dumpling,/m/02cv5l,2012-08,55
dumpling,/m/02cv5l,2012-09,48
dumpling,/m/02cv5l,2012-10,48
dumpling,/m/02cv5l,2012-11,42
dumpling,/m/02cv5l,2012-12,37
dumpling,/m/02cv5l,2012-13,43
dumpling,/m/02cv5l,2012-14,39
dumpling,/m/02cv5l,2012-15,40
dumpling,/m/02cv5l,2012-16,40
dumpling,/m/02cv5l,2012-17,43
dumpling,/m/02cv5l,2012-18,37
dumpling,/m/02cv5l,2012-19,40
dumpling,/m/02cv5l,2012-20,34
dumpling,/m/02cv5l,2012-21,37
dumpling,/m/02cv5l,2012-22,34
dumpling,/m/02cv5l,2012-23,37
dumpling,/m/02cv5l,2012-24,37
dumpling,/m/02cv5l,2012-25,40
dumpling,/m/02cv5l,2012-26,35
dumpling,/m/02cv5l,2012-27,38
dumpling,/m/02cv5l,2012-28,39
dumpling,/m/02cv5l,2012-29,43
dumpling,/m/02cv5l,2012-30,40
dumpling,/m/02cv5l,2012-31,39
dumpling,/m/02cv5l,2012-32,43
dumpling,/m/02cv5l,2012-33,41
dumpling,/m/02cv5l,2012-34,46
dumpling,/m/02cv5l,2012-35,44
dumpling,/m/02cv5l,2012-36,43
dumpling,/m/02cv5l,2012-37,48
dumpling,/m/02cv5l,2012-38,53
dumpling,/m/02cv5l,2012-39,55
dumpling,/m/02cv5l,2012-40,61
dumpling,/m/02cv5l,2012-41,67
dumpling,/m/02cv5l,2012-42,62
dumpling,/m/02cv5l,2012-43,65
dumpling,/m/02cv5l,2012-44,67
dumpling,/m/02cv5l,2012-45,62
dumpling,/m/02cv5l,2012-46,65
dumpling,/m/02cv5l,2012-47,72
dumpling,/m/02cv5l,2012-48,70
dumpling,/m/02cv5l,2012-49,57
dumpling,/m/02cv5l,2012-50,58
dumpling,/m/02cv5l,2012-51,57
dumpling,/m/02cv5l,2012-52,71
dumpling,/m/02cv5l,2013-01,63
dumpling,/m/02cv5l,2013-02,67
dumpling,/m/02cv5l,2013-03,70
dumpling,/m/02cv5l,2013-04,63
dumpling,/m/02cv5l,2013-05,63
dumpling,/m/02cv5l,2013-06,63
dumpling,/m/02cv5l,2013-07,59
dumpling,/m/02cv5l,2013-08,54
dumpling,/m/02cv5l,2013-09,51
dumpling,/m/02cv5l,2013-10,46
dumpling,/m/02cv5l,2013-11,51
dumpling,/m/02cv5l,2013-12,49
dumpling,/m/02cv5l,2013-13,46
dumpling,/m/02cv5l,2013-14,46
dumpling,/m/02cv5l,2013-15,41
dumpling,/m/02cv5l,2013-16,52
dumpling,/m/02cv5l,2013-17,40
dumpling,/m/02cv5l,2013-18,42
dumpling,/m/02cv5l,2013-19,39
dumpling,/m/02cv5l,2013-20,38
dumpling,/m/02cv5l,2013-21,40
dumpling,/m/02cv5l,2013-22,38
dumpling,/m/02cv5l,2013-23,39
dumpling,/m/02cv5l,2013-24,35
dumpling,/m/02cv5l,2013-25,42
dumpling,/m/02cv5l,2013-26,44
dumpling,/m/02cv5l,2013-27,41
dumpling,/m/02cv5l,2013-28,45
dumpling,/m/02cv5l,2013-29,49
dumpling,/m/02cv5l,2013-30,48
dumpling,/m/02cv5l,2013-31,45
dumpling,/m/02cv5l,2013-32,51
dumpling,/m/02cv5l,2013-33,48
dumpling,/m/02cv5l,2013-34,52
dumpling,/m/02cv5l,2013-35,52
dumpling,/m/02cv5l,2013-36,49
dumpling,/m/02cv5l,2013-37,58
dumpling,/m/02cv5l,2013-38,63
dumpling,/m/02cv5l,2013-39,61
dumpling,/m/02cv5l,2013-40,64
dumpling,/m/02cv5l,2013-41,68
dumpling,/m/02cv5l,2013-42,66
dumpling,/m/02cv5l,2013-43,68
dumpling,/m/02cv5l,2013-44,68
dumpling,/m/02cv5l,2013-45,76
dumpling,/m/02cv5l,2013-46,71
dumpling,/m/02cv5l,2013-47,81
dumpling,/m/02cv5l,2013-48,72
dumpling,/m/02cv5l,2013-49,67
dumpling,/m/02cv5l,2013-50,61
dumpling,/m/02cv5l,2013-51,72
dumpling,/m/02cv5l,2013-52,99
dumpling,/m/02cv5l,2014-01,82
dumpling,/m/02cv5l,2014-02,64
dumpling,/m/02cv5l,2014-03,78
dumpling,/m/02cv5l,2014-04,84
dumpling,/m/02cv5l,2014-05,67
dumpling,/m/02cv5l,2014-06,64
dumpling,/m/02cv5l,2014-07,57
dumpling,/m/02cv5l,2014-08,59
dumpling,/m/02cv5l,2014-09,62
dumpling,/m/02cv5l,2014-10,50
dumpling,/m/02cv5l,2014-11,47
dumpling,/m/02cv5l,2014-12,52
dumpling,/m/02cv5l,2014-13,48
dumpling,/m/02cv5l,2014-14,43
dumpling,/m/02cv5l,2014-15,44
dumpling,/m/02cv5l,2014-16,40
dumpling,/m/02cv5l,2014-17,44
dumpling,/m/02cv5l,2014-18,38
dumpling,/m/02cv5l,2014-19,41
dumpling,/m/02cv5l,2014-20,37
dumpling,/m/02cv5l,2014-21,38
dumpling,/m/02cv5l,2014-22,37
dumpling,/m/02cv5l,2014-23,38
dumpling,/m/02cv5l,2014-24,41
dumpling,/m/02cv5l,2014-25,36
dumpling,/m/02cv5l,2014-26,40
dumpling,/m/02cv5l,2014-27,49
dumpling,/m/02cv5l,2014-28,44
dumpling,/m/02cv5l,2014-29,44
dumpling,/m/02cv5l,2014-30,47
dumpling,/m/02cv5l,2014-31,47
dumpling,/m/02cv5l,2014-32,48
dumpling,/m/02cv5l,2014-33,48
dumpling,/m/02cv5l,2014-34,53
dumpling,/m/02cv5l,2014-35,50
dumpling,/m/02cv5l,2014-36,56
dumpling,/m/02cv5l,2014-37,60
dumpling,/m/02cv5l,2014-38,59
dumpling,/m/02cv5l,2014-39,64
dumpling,/m/02cv5l,2014-40,64
dumpling,/m/02cv5l,2014-41,67
dumpling,/m/02cv5l,2014-42,63
dumpling,/m/02cv5l,2014-43,65
dumpling,/m/02cv5l,2014-44,73
dumpling,/m/02cv5l,2014-45,79
dumpling,/m/02cv5l,2014-46,80
dumpling,/m/02cv5l,2014-47,83
dumpling,/m/02cv5l,2014-48,75
dumpling,/m/02cv5l,2014-49,67
dumpling,/m/02cv5l,2014-50,60
dumpling,/m/02cv5l,2014-51,72
dumpling,/m/02cv5l,2014-52,99
dumpling,/m/02cv5l,2015-01,78
dumpling,/m/02cv5l,2015-02,70
dumpling,/m/02cv5l,2015-03,66
dumpling,/m/02cv5l,2015-04,68
dumpling,/m/02cv5l,2015-05,64
dumpling,/m/02cv5l,2015-06,63
dumpling,/m/02cv5l,2015-07,89
dumpling,/m/02cv5l,2015-08,74
dumpling,/m/02cv5l,2015-09,69
dumpling,/m/02cv5l,2015-10,56
dumpling,/m/02cv5l,2015-11,49
dumpling,/m/02cv5l,2015-12,53
dumpling,/m/02cv5l,2015-13,47
dumpling,/m/02cv5l,2015-14,45
dumpling,/m/02cv5l,2015-15,45
dumpling,/m/02cv5l,2015-16,45
dumpling,/m/02cv5l,2015-17,44
dumpling,/m/02cv5l,2015-18,40
dumpling,/m/02cv5l,2015-19,46
dumpling,/m/02cv5l,2015-20,47
dumpling,/m/02cv5l,2015-21,42
dumpling,/m/02cv5l,2015-22,47
dumpling,/m/02cv5l,2015-23,48
dumpling,/m/02cv5l,2015-24,45
dumpling,/m/02cv5l,2015-25,47
dumpling,/m/02cv5l,2015-26,48
dumpling,/m/02cv5l,2015-27,43
dumpling,/m/02cv5l,2015-28,49
dumpling,/m/02cv5l,2015-29,50
dumpling,/m/02cv5l,2015-30,51
dumpling,/m/02cv5l,2015-31,49
dumpling,/m/02cv5l,2015-32,52
dumpling,/m/02cv5l,2015-33,56
dumpling,/m/02cv5l,2015-34,57
dumpling,/m/02cv5l,2015-35,54
dumpling,/m/02cv5l,2015-36,60
dumpling,/m/02cv5l,2015-37,59
dumpling,/m/02cv5l,2015-38,62
dumpling,/m/02cv5l,2015-39,73
dumpling,/m/02cv5l,2015-40,73
dumpling,/m/02cv5l,2015-41,72
dumpling,/m/02cv5l,2015-42,75
dumpling,/m/02cv5l,2015-43,76
dumpling,/m/02cv5l,2015-44,75
dumpling,/m/02cv5l,2015-45,80
dumpling,/m/02cv5l,2015-46,74
dumpling,/m/02cv5l,2015-47,85
dumpling,/m/02cv5l,2015-48,78
dumpling,/m/02cv5l,2015-49,66
dumpling,/m/02cv5l,2015-50,67
dumpling,/m/02cv5l,2015-51,82
dumpling,/m/02cv5l,2015-52,98
dumpling,/m/02cv5l,2016-01,86
dumpling,/m/02cv5l,2016-02,79
dumpling,/m/02cv5l,2016-03,93
dumpling,/m/02cv5l,2016-04,82
dumpling,/m/02cv5l,2016-05,80
dumpling,/m/02cv5l,2016-06,83
dumpling,/m/02cv5l,2016-07,76
dumpling,/m/02cv5l,2016-08,67
dumpling,/m/02cv5l,2016-09,63
dumpling,/m/02cv5l,2016-10,62
dumpling,/m/02cv5l,2016-11,55
dumpling,/m/02cv5l,2016-12,58
dumpling,/m/02cv5l,2016-13,56
dumpling,/m/02cv5l,2016-14,58
dumpling,/m/02cv5l,2016-15,54
dumpling,/m/02cv5l,2016-16,52
dumpling,/m/02cv5l,2016-17,49
dumpling,/m/02cv5l,2016-18,52
dumpling,/m/02cv5l,2016-19,53
dumpling,/m/02cv5l,2016-20,54
dumpling,/m/02cv5l,2016-21,51
dumpling,/m/02cv5l,2016-22,49
dumpling,/m/02cv5l,2016-23,46
dumpling,/m/02cv5l,2016-24,48
dumpling,/m/02cv5l,2016-25,48
dumpling,/m/02cv5l,2016-26,52
dumpling,/m/02cv5l,2016-27,54
dumpling,/m/02cv5l,2016-28,54
dumpling,/m/02cv5l,2016-29,53
dumpling,/m/02cv5l,2016-30,56
dumpling,/m/02cv5l,2016-31,57
dumpling,/m/02cv5l,2016-32,59
dumpling,/m/02cv5l,2016-33,61
dumpling,/m/02cv5l,2016-34,57
dumpling,/m/02cv5l,2016-35,57
dumpling,/m/02cv5l,2016-36,64
dumpling,/m/02cv5l,2016-37,64
dumpling,/m/02cv5l,2016-38,68
dumpling,/m/02cv5l,2016-39,75
dumpling,/m/02cv5l,2016-40,72
dumpling,/m/02cv5l,2016-41,77
dumpling,/m/02cv5l,2016-42,76
dumpling,/m/02cv5l,2016-43,77
dumpling,/m/02cv5l,2016-44,72
dumpling,/m/02cv5l,2016-45,80
dumpling,/m/02cv5l,2016-46,83
dumpling,/m/02cv5l,2016-47,95
dumpling,/m/02cv5l,2016-48,83
dumpling,/m/02cv5l,2016-49,84
